RecordID,RecordSubID_old,RecordSubID_new,Treatment,Treatment_Severity,TimeSinceFire_years,Study_Severity,Authors,Title,DOI,StudyType,VegCover,GFEDVegCover,Region,LatLon,LitterC_Binary_Measurements,O_MineralCombo_Binary_Measurements,O_lyr_Binary_Measurements,Mineral_Binary_Measurements,BurnDepth_Binary_Measurements,SoilC_Binary_Measurements,SoilN_Binary_Measurements,pyC_char_ash_Binary_Measurements,Rs_Rh_Ra_CH4_Binary_Measurements,C02mic_BasalResp_Binary_Measurements,CUEmic_Binary_Measurements,MBC_Binary_Measurements,DOC_Binary_Measurements,Microbial_comp_Binary_Measurements,RootN_Binary_Measurements,RootC_Binary_Measurements,BD_Binary_Measurements,MRT_Binary_Measurements,SoilC_Units_StockData,SoilC1_Depth_cm_StockData,SoilC2_Depth_cm_StockData,SoilC3_Depth_cm_StockData,O_lyr_Units_StockData,PyC_Units_StockData,LitterDuff_Units_StockData,RootC_Units_StockData,MBC_Units_StockData,SrespUnits_FluxData,CH4Units_FluxData,PeatAccumulationRate_units_FluxData,EmissionsUnits_Emissions,Description_StockData,DescriptionText_StockData,SoilC1_StockData,SoilC2_StockData,SoilC3_StockData,O_lyrC_StockData,PyC_StockData,LitterDuffC_StockData,RootC_StockData,MBC_StockData,BD_gcm3_StockData,Rs_FluxData,Rh_FluxData,Ra_FluxData,CH4_FluxData,MRT_active_FluxData,MRT_passive_FluxData,MRT_total_FluxData,PeatAccumulationRate_FluxData,CO2mic_text,BurnDepth_cm_Emissions,Soil_Emissions,Litter_Emissions,Roots_Emissions,TotalBelowground_Emissions,UniqueID,Lat,Lon,Biome,Biome_simple,SoilC1_StockData_Mg_ha,SoilC1_StockData_Mg_ha_scaled,SoilC2_StockData_Mg_ha,SoilC3_StockData_Mg_ha,SoilC1_StockData_percent,SoilC2_StockData_percent,SoilC3_StockData_percent,O_lyrC_StockData_Mg_ha,O_lyrC_StockData_percent,LitterDuffC_StockData_Mg_ha,LitterDuffC_StockData_percent,RootC_StockData_Mg_ha,MBC_StockData_Mg_ha,MBC_StockData_percent,Rs_FluxData_g_m2,Rs_FluxData_g_m2_unit,Ra_FluxData_g_m2,Ra_FluxData_g_m2_unit,CH4_FluxData_g_m2,CH4_FluxData_g_m2_unit,PeatAccumulationRate_FluxData_g_m2,PeatAccumulationRate_FluxData_g_m2_unit
937,3,3,Control,Unburned,12,Mixed,"Maslov, M. N.; Maslova, O. A.; Kopeina, E. I.",Changes in the Pools of Total and Labile Soil Organic Carbon during Post-Fire Succession in the Khibiny Mountain Tundra Ecosystems | SpringerLink,10.1134/S1064229320030047,Wildfire,dwarf shrub,PEAT,Russia,"67.73084977947633, 33.710915062056365",1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,kgC_per_m2,20,NA,NA,kgC_per_m2,NA,kgC_per_m2,NA,NA,NA,NA,NA,NA,Unburned,Unburned,4,NA,NA,1.8,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,937_3,67.73084978,33.71091506,Boreal Forests/Taiga,AlpineBorealForest,40,24.9386424,NA,NA,NA,NA,NA,18,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
937,4,4,Control,Unburned,60,Mixed,"Maslov, M. N.; Maslova, O. A.; Kopeina, E. I.",Changes in the Pools of Total and Labile Soil Organic Carbon during Post-Fire Succession in the Khibiny Mountain Tundra Ecosystems | SpringerLink,10.1134/S1064229320030047,Wildfire,dwarf shrub,PEAT,Russia,"67.73084977947633, 33.710915062056365",1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,kgC_per_m2,20,NA,NA,kgC_per_m2,NA,kgC_per_m2,NA,NA,NA,NA,NA,NA,Unburned,Unburned,4,NA,NA,1.8,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,937_4,67.73084978,33.71091506,Boreal Forests/Taiga,AlpineBorealForest,40,24.9386424,NA,NA,NA,NA,NA,18,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
937,1,5,Burn,Burned,1,Mixed,"Maslov, M. N.; Maslova, O. A.; Kopeina, E. I.",Changes in the Pools of Total and Labile Soil Organic Carbon during Post-Fire Succession in the Khibiny Mountain Tundra Ecosystems | SpringerLink,10.1134/S1064229320030047,Wildfire,dwarf shrub,PEAT,Russia,"67.73084977947633, 33.710915062056365",1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,kgC_per_m2,20,NA,NA,kgC_per_m2,NA,kgC_per_m2,NA,NA,NA,NA,NA,NA,Burned,Burned,2.5,NA,NA,1.3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,937_5,67.73084978,33.71091506,Boreal Forests/Taiga,AlpineBorealForest,25,15.5866515,NA,NA,NA,NA,NA,13,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
937,2,6,Burn,Burned,3,Mixed,"Maslov, M. N.; Maslova, O. A.; Kopeina, E. I.",Changes in the Pools of Total and Labile Soil Organic Carbon during Post-Fire Succession in the Khibiny Mountain Tundra Ecosystems | SpringerLink,10.1134/S1064229320030047,Wildfire,dwarf shrub,PEAT,Russia,"67.73084977947633, 33.710915062056365",1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,kgC_per_m2,20,NA,NA,kgC_per_m2,NA,kgC_per_m2,NA,NA,NA,NA,NA,NA,Burned,Burned,2,NA,NA,1,NA,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,937_6,67.73084978,33.71091506,Boreal Forests/Taiga,AlpineBorealForest,20,12.4693212,NA,NA,NA,NA,NA,10,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
937,3,7,Burn,Burned,12,Mixed,"Maslov, M. N.; Maslova, O. A.; Kopeina, E. I.",Changes in the Pools of Total and Labile Soil Organic Carbon during Post-Fire Succession in the Khibiny Mountain Tundra Ecosystems | SpringerLink,10.1134/S1064229320030047,Wildfire,dwarf shrub,PEAT,Russia,"67.73084977947633, 33.710915062056365",1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,kgC_per_m2,20,NA,NA,kgC_per_m2,NA,kgC_per_m2,NA,NA,NA,NA,NA,NA,Burned,Burned,3.5,NA,NA,1.6,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,937_7,67.73084978,33.71091506,Boreal Forests/Taiga,AlpineBorealForest,35,21.8213121,NA,NA,NA,NA,NA,16,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
937,4,8,Burn,Burned,60,Mixed,"Maslov, M. N.; Maslova, O. A.; Kopeina, E. I.",Changes in the Pools of Total and Labile Soil Organic Carbon during Post-Fire Succession in the Khibiny Mountain Tundra Ecosystems | SpringerLink,10.1134/S1064229320030047,Wildfire,dwarf shrub,PEAT,Russia,"67.73084977947633, 33.710915062056365",1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,kgC_per_m2,20,NA,NA,kgC_per_m2,NA,kgC_per_m2,NA,NA,NA,NA,NA,NA,Burned,Burned,4,NA,NA,3.9,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,937_8,67.73084978,33.71091506,Boreal Forests/Taiga,AlpineBorealForest,40,24.9386424,NA,NA,NA,NA,NA,39,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
942,1,1,Control,Control_ref,0,Low,"Masyagina, O. V.; Tokareva, I. V.; Prokushkin, A. S.",Post fire organic matter biodegradation in permafrost soils: Case study after experimental heating of mineral horizons - ScienceDirect,10.1016/j.scitotenv.2016.04.195,Laboratory,Larix sp.,BORF,Russia,"64.316667, 100.233333",0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,mgC_per_g,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control_ref,Unheated,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,942_1,64.316667,100.233333,Boreal Forests/Taiga,AlpineBorealForest,NA,NA,NA,NA,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
942,2,2,Control,Control_ref,0,Low,"Masyagina, O. V.; Tokareva, I. V.; Prokushkin, A. S.",Post fire organic matter biodegradation in permafrost soils: Case study after experimental heating of mineral horizons - ScienceDirect,10.1016/j.scitotenv.2016.04.195,Laboratory,Larix sp.,BORF,Russia,"64.316667, 100.216667",0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,mgC_per_g,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control_ref,Unheated,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,942_2,64.316667,100.216667,Boreal Forests/Taiga,AlpineBorealForest,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
942,3,3,Control,Control_ref,0,Low,"Masyagina, O. V.; Tokareva, I. V.; Prokushkin, A. S.",Post fire organic matter biodegradation in permafrost soils: Case study after experimental heating of mineral horizons - ScienceDirect,10.1016/j.scitotenv.2016.04.195,Laboratory,Larix sp.,BORF,Russia,"64.200000, 100.450000",0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,mgC_per_g,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control_ref,Unheated,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,942_3,64.2,100.45,Boreal Forests/Taiga,AlpineBorealForest,NA,NA,NA,NA,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
942,1,4,Burn,Heated_1,0,Low,"Masyagina, O. V.; Tokareva, I. V.; Prokushkin, A. S.",Post fire organic matter biodegradation in permafrost soils: Case study after experimental heating of mineral horizons - ScienceDirect,10.1016/j.scitotenv.2016.04.195,Laboratory,Larix sp.,BORF,Russia,"64.316667, 100.233333",0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,mgC_per_g,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heated_1,heated to 200 Celcius,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no change,NA,NA,NA,NA,NA,942_4,64.316667,100.233333,Boreal Forests/Taiga,AlpineBorealForest,NA,NA,NA,NA,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
942,2,5,Burn,Heated_1,0,Low,"Masyagina, O. V.; Tokareva, I. V.; Prokushkin, A. S.",Post fire organic matter biodegradation in permafrost soils: Case study after experimental heating of mineral horizons - ScienceDirect,10.1016/j.scitotenv.2016.04.195,Laboratory,Larix sp.,BORF,Russia,"64.316667, 100.216667",0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,mgC_per_g,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heated_1,heated to 200 Celcius,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no change,NA,NA,NA,NA,NA,942_5,64.316667,100.216667,Boreal Forests/Taiga,AlpineBorealForest,NA,NA,NA,NA,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
942,3,6,Burn,Heated_1,0,Low,"Masyagina, O. V.; Tokareva, I. V.; Prokushkin, A. S.",Post fire organic matter biodegradation in permafrost soils: Case study after experimental heating of mineral horizons - ScienceDirect,10.1016/j.scitotenv.2016.04.195,Laboratory,Larix sp.,BORF,Russia,"64.200000, 100.450000",0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,mgC_per_g,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heated_1,heated to 200 Celcius,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no change,NA,NA,NA,NA,NA,942_6,64.2,100.45,Boreal Forests/Taiga,AlpineBorealForest,NA,NA,NA,NA,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
942,1,7,Burn,Heated_2,0,Low,"Masyagina, O. V.; Tokareva, I. V.; Prokushkin, A. S.",Post fire organic matter biodegradation in permafrost soils: Case study after experimental heating of mineral horizons - ScienceDirect,10.1016/j.scitotenv.2016.04.195,Laboratory,Larix sp.,BORF,Russia,"64.316667, 100.233333",0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,mgC_per_g,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heated_2,heated to 300 Celsius,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,increased,NA,NA,NA,NA,NA,942_7,64.316667,100.233333,Boreal Forests/Taiga,AlpineBorealForest,NA,NA,NA,NA,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
942,2,8,Burn,Heated_2,0,Low,"Masyagina, O. V.; Tokareva, I. V.; Prokushkin, A. S.",Post fire organic matter biodegradation in permafrost soils: Case study after experimental heating of mineral horizons - ScienceDirect,10.1016/j.scitotenv.2016.04.195,Laboratory,Larix sp.,BORF,Russia,"64.316667, 100.216667",0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,mgC_per_g,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heated_2,heated to 300 Celsius,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no change,NA,NA,NA,NA,NA,942_8,64.316667,100.216667,Boreal Forests/Taiga,AlpineBorealForest,NA,NA,NA,NA,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
942,3,9,Burn,Heated_2,0,Low,"Masyagina, O. V.; Tokareva, I. V.; Prokushkin, A. S.",Post fire organic matter biodegradation in permafrost soils: Case study after experimental heating of mineral horizons - ScienceDirect,10.1016/j.scitotenv.2016.04.195,Laboratory,Larix sp.,BORF,Russia,"64.200000, 100.450000",0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,mgC_per_g,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heated_2,heated to 300 Celsius,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,increased,NA,NA,NA,NA,NA,942_9,64.2,100.45,Boreal Forests/Taiga,AlpineBorealForest,NA,NA,NA,NA,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
942,1,10,Burn,Heated_3,0,Low,"Masyagina, O. V.; Tokareva, I. V.; Prokushkin, A. S.",Post fire organic matter biodegradation in permafrost soils: Case study after experimental heating of mineral horizons - ScienceDirect,10.1016/j.scitotenv.2016.04.195,Laboratory,Larix sp.,BORF,Russia,"64.316667, 100.233333",0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,mgC_per_g,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heated_3,heated to 500,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,increased,NA,NA,NA,NA,NA,942_10,64.316667,100.233333,Boreal Forests/Taiga,AlpineBorealForest,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
942,2,11,Burn,Heated_3,0,Low,"Masyagina, O. V.; Tokareva, I. V.; Prokushkin, A. S.",Post fire organic matter biodegradation in permafrost soils: Case study after experimental heating of mineral horizons - ScienceDirect,10.1016/j.scitotenv.2016.04.195,Laboratory,Larix sp.,BORF,Russia,"64.316667, 100.216667",0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,mgC_per_g,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heated_3,heated to 500,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,increased,NA,NA,NA,NA,NA,942_11,64.316667,100.216667,Boreal Forests/Taiga,AlpineBorealForest,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
942,3,12,Burn,Heated_3,0,Low,"Masyagina, O. V.; Tokareva, I. V.; Prokushkin, A. S.",Post fire organic matter biodegradation in permafrost soils: Case study after experimental heating of mineral horizons - ScienceDirect,10.1016/j.scitotenv.2016.04.195,Laboratory,Larix sp.,BORF,Russia,"64.200000, 100.450000",0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,mgC_per_g,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heated_3,heated to 500,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no change,NA,NA,NA,NA,NA,942_12,64.2,100.45,Boreal Forests/Taiga,AlpineBorealForest,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1086,3,3,Control,Control_ref,1,High,"Palviainen, M.; Lauren, A.; Pumpanen, J.; Bergeron, Y.; Bond-Lamberty, B.; Larjavaara, M.; Kashian, D. M.; Koster, K.; Prokushkin, A.; Chen, H. Y. H.; Seedre, M.; Wardle, D. A.; Gundale, M. J.; Nilsson, M-C; Wang, C.; Berninger, F.",Decadal_Scale Recovery of Carbon Stocks After Wildfires Throughout the Boreal Forests - Palviainen - 2020 - Global Biogeochemical Cycles - Wiley Online Library,10.1029/2020GB006612,Wildfire,Larix gmelinii,BORF,Russia,"64.616667, 100.466667",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,kgC_per_m2,NA,NA,NA,NA,NA,NA,NA,NA,Control_ref,Control_ref,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1086_3,64.616667,100.466667,Boreal Forests/Taiga,AlpineBorealForest,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1086,4,4,Control,Control_ref,1,High,"Palviainen, M.; Lauren, A.; Pumpanen, J.; Bergeron, Y.; Bond-Lamberty, B.; Larjavaara, M.; Kashian, D. M.; Koster, K.; Prokushkin, A.; Chen, H. Y. H.; Seedre, M.; Wardle, D. A.; Gundale, M. J.; Nilsson, M-C; Wang, C.; Berninger, F.",Decadal_Scale Recovery of Carbon Stocks After Wildfires Throughout the Boreal Forests - Palviainen - 2020 - Global Biogeochemical Cycles - Wiley Online Library,10.1029/2020GB006612,Wildfire,Larix gmelinii,BORF,Russia,"64.616667, 100.466667",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,kgC_per_m2,NA,NA,NA,NA,NA,NA,NA,NA,Control_ref,Control_ref,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1086_4,64.616667,100.466667,Boreal Forests/Taiga,AlpineBorealForest,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1086,3,7,Burn,Burned,1,High,"Palviainen, M.; Lauren, A.; Pumpanen, J.; Bergeron, Y.; Bond-Lamberty, B.; Larjavaara, M.; Kashian, D. M.; Koster, K.; Prokushkin, A.; Chen, H. Y. H.; Seedre, M.; Wardle, D. A.; Gundale, M. J.; Nilsson, M-C; Wang, C.; Berninger, F.",Decadal_Scale Recovery of Carbon Stocks After Wildfires Throughout the Boreal Forests - Palviainen - 2020 - Global Biogeochemical Cycles - Wiley Online Library,10.1029/2020GB006612,Wildfire,Larix gmelinii,BORF,Russia,"64.616667, 100.466667",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,kgC_per_m2,NA,NA,NA,NA,NA,NA,NA,NA,Burned,Larix gmelinii,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1086_7,64.616667,100.466667,Boreal Forests/Taiga,AlpineBorealForest,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1086,4,8,Burn,Burned,1,High,"Palviainen, M.; Lauren, A.; Pumpanen, J.; Bergeron, Y.; Bond-Lamberty, B.; Larjavaara, M.; Kashian, D. M.; Koster, K.; Prokushkin, A.; Chen, H. Y. H.; Seedre, M.; Wardle, D. A.; Gundale, M. J.; Nilsson, M-C; Wang, C.; Berninger, F.",Decadal_Scale Recovery of Carbon Stocks After Wildfires Throughout the Boreal Forests - Palviainen - 2020 - Global Biogeochemical Cycles - Wiley Online Library,10.1029/2020GB006612,Wildfire,Larix gmelinii,BORF,Russia,"64.616667, 100.466667",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,kgC_per_m2,NA,NA,NA,NA,NA,NA,NA,NA,Burned,Larix gmelinii,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1086_8,64.616667,100.466667,Boreal Forests/Taiga,AlpineBorealForest,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1086,3,11,Burn,Burned,1,High,"Palviainen, M.; Lauren, A.; Pumpanen, J.; Bergeron, Y.; Bond-Lamberty, B.; Larjavaara, M.; Kashian, D. M.; Koster, K.; Prokushkin, A.; Chen, H. Y. H.; Seedre, M.; Wardle, D. A.; Gundale, M. J.; Nilsson, M-C; Wang, C.; Berninger, F.",Decadal_Scale Recovery of Carbon Stocks After Wildfires Throughout the Boreal Forests - Palviainen - 2020 - Global Biogeochemical Cycles - Wiley Online Library,10.1029/2020GB006612,Wildfire,Larix gmelinii,BORF,Russia,"64.616667, 100.466667",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,kgC_per_m2,NA,NA,NA,NA,NA,NA,NA,NA,Burned,Larix gmelinii,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1086_11,64.616667,100.466667,Boreal Forests/Taiga,AlpineBorealForest,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1086,4,12,Burn,Burned,1,High,"Palviainen, M.; Lauren, A.; Pumpanen, J.; Bergeron, Y.; Bond-Lamberty, B.; Larjavaara, M.; Kashian, D. M.; Koster, K.; Prokushkin, A.; Chen, H. Y. H.; Seedre, M.; Wardle, D. A.; Gundale, M. J.; Nilsson, M-C; Wang, C.; Berninger, F.",Decadal_Scale Recovery of Carbon Stocks After Wildfires Throughout the Boreal Forests - Palviainen - 2020 - Global Biogeochemical Cycles - Wiley Online Library,10.1029/2020GB006612,Wildfire,Larix gmelinii,BORF,Russia,"64.616667, 100.466667",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,kgC_per_m2,NA,NA,NA,NA,NA,NA,NA,NA,Burned,Larix gmelinii,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1086_12,64.616667,100.466667,Boreal Forests/Taiga,AlpineBorealForest,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1086,3,15,Burn,Burned,1,High,"Palviainen, M.; Lauren, A.; Pumpanen, J.; Bergeron, Y.; Bond-Lamberty, B.; Larjavaara, M.; Kashian, D. M.; Koster, K.; Prokushkin, A.; Chen, H. Y. H.; Seedre, M.; Wardle, D. A.; Gundale, M. J.; Nilsson, M-C; Wang, C.; Berninger, F.",Decadal_Scale Recovery of Carbon Stocks After Wildfires Throughout the Boreal Forests - Palviainen - 2020 - Global Biogeochemical Cycles - Wiley Online Library,10.1029/2020GB006612,Wildfire,Larix gmelinii,BORF,Russia,"64.616667, 100.466667",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,kgC_per_m2,NA,NA,NA,NA,NA,NA,NA,NA,Burned,Larix gmelinii,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1086_15,64.616667,100.466667,Boreal Forests/Taiga,AlpineBorealForest,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1086,4,16,Burn,Burned,1,High,"Palviainen, M.; Lauren, A.; Pumpanen, J.; Bergeron, Y.; Bond-Lamberty, B.; Larjavaara, M.; Kashian, D. M.; Koster, K.; Prokushkin, A.; Chen, H. Y. H.; Seedre, M.; Wardle, D. A.; Gundale, M. J.; Nilsson, M-C; Wang, C.; Berninger, F.",Decadal_Scale Recovery of Carbon Stocks After Wildfires Throughout the Boreal Forests - Palviainen - 2020 - Global Biogeochemical Cycles - Wiley Online Library,10.1029/2020GB006612,Wildfire,Larix gmelinii,BORF,Russia,"64.616667, 100.466667",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,kgC_per_m2,NA,NA,NA,NA,NA,NA,NA,NA,Burned,Larix gmelinii,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1086_16,64.616667,100.466667,Boreal Forests/Taiga,AlpineBorealForest,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1251,1,1,Control,Unburned,5,High,"Sawamoto, T; Hatano, R; Shibuya, M; Takahashi, K; Isaev, AP; Desyatkin, RV; Maximov, TC","Changes in net ecosystem production associated with forest fire in Taiga ecosystems, near Yakutsk, Russia",10.1080/00380768.2003.10410038,NA,Larix gmellini,BORF,Russia,"62.063127, 129.633803",1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,MgC_per_hectare,100,NA,NA,NA,NA,NA,NA,NA,ugCO2_per_m2_per_sec,NA,NA,NA,Unburned,loamy soil,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1251_1,62.063127,129.633803,Boreal Forests/Taiga,AlpineBorealForest,132,53.54640382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sec,NA,sec,NA,NA,NA,NA
